sentence_id,sentence,nltk_label,nltk_neg,nltk_neu,nltk_pos,nltk_compound
461,It has promoted the lasting welfare of that country so dear to us all; it has to an extent far beyond the ordinary lot of humanity secured the freedom and happiness of this people.,positive,0.0,0.635,0.365,0.9491
462,"We now receive it as a precious inheritance from those to whom we are indebted for its establishment, doubly bound by the examples which they have left us and by the blessings which we have enjoyed as the fruits of their labors to transmit the same unimpaired to the succeeding generation.",positive,0.0,0.771,0.229,0.9287
463,In the compass of thirty-six years since this great national covenant was instituted a body of laws enacted under its authority and in conformity with its provisions has unfolded its powers and carried into practical operation its effective energies.,positive,0.0,0.753,0.247,0.88
464,"Subordinate departments have distributed the executive functions in their various relations to foreign affairs, to the revenue and expenditures, and to the military force of the Union by land and sea.",neutral,0.0,1.0,0.0,0.0
465,"A coordinate department of the judiciary has expounded the Constitution and the laws, settling in harmonious coincidence with the legislative will numerous weighty questions of construction which the imperfection of human language had rendered unavoidable.",positive,0.0,0.917,0.083,0.4588
466,The year of jubilee since the first formation of our Union has just elapsed that of the declaration of our independence is at hand.,positive,0.0,0.878,0.122,0.4939
467,The consummation of both was effected by this Constitution.,neutral,0.0,1.0,0.0,0.0
468,Since that period a population of four millions has multiplied to twelve.,neutral,0.0,1.0,0.0,0.0
469,A territory bounded by the Mississippi has been extended from sea to sea.,neutral,0.0,1.0,0.0,0.0
470,New States have been admitted to the Union in numbers nearly equal to those of the first Confederation.,positive,0.0,0.924,0.076,0.1027
471,"Treaties of peace, amity, and commerce have been concluded with the principal dominions of the earth.",positive,0.0,0.811,0.189,0.5423
472,"The people of other nations, inhabitants of regions acquired not by conquest, but by compact, have been united with us in the participation of our rights and duties, of our burdens and blessings.",positive,0.078,0.719,0.203,0.7351
473,The forest has fallen by the ax of our woodsmen; the soil has been made to teem by the tillage of our farmers; our commerce has whitened every ocean.,negative,0.082,0.918,0.0,-0.3612
474,The dominion of man over physical nature has been extended by the invention of our artists.,neutral,0.0,1.0,0.0,0.0
475,Liberty and law have marched hand in hand.,positive,0.0,0.338,0.662,0.8689
476,"All the purposes of human association have been accomplished as effectively as under any other government on the globe, and at a cost little exceeding in a whole generation the expenditure of other nations in a single year.",positive,0.0,0.851,0.149,0.7003
477,Such is the unexaggerated picture of our condition under a Constitution founded upon the republican principle of equal rights.,neutral,0.0,1.0,0.0,0.0
478,To admit that this picture has its shades is but to say that it is still the condition of men upon earth.,positive,0.0,0.938,0.062,0.1027
479,"From evil -- physical, moral, and political -- it is not our claim to be exempt.",negative,0.222,0.707,0.071,-0.6124
480,"We have suffered sometimes by the visitation of Heaven through disease; often by the wrongs and injustice of other nations, even to the extremities of war; and, lastly, by dissensions among ourselves -- dissensions perhaps inseparable from the enjoyment of freedom, but which have more than once appeared to threaten the dissolution of the Union, and with it the overthrow of all the enjoyments of our present lot and all our earthly hopes of the future.",positive,0.112,0.728,0.16,0.6652
481,"The causes of these dissensions have been various, founded upon differences of speculation in the theory of republican government; upon conflicting views of policy in our relations with foreign nations; upon jealousies of partial and sectional interests, aggravated by prejudices and prepossessions which strangers to each other are ever apt to entertain.",negative,0.185,0.746,0.07,-0.7964
482,It is a source of gratification and of encouragement to me to observe that the great result of this experiment upon the theory of human rights has at the close of that generation by which it was formed been crowned with success equal to the most sanguine expectations of its founders.,positive,0.0,0.777,0.223,0.9217
483,"Union, justice, tranquillity, the common defense, the general welfare, and the blessings of liberty -- all have been promoted by the Government under which we have lived.",positive,0.0,0.547,0.453,0.9468
484,"Standing at this point of time, looking back to that generation which has gone by and forward to that which is advancing, we may at once indulge in grateful exultation and in cheering hope.",positive,0.0,0.771,0.229,0.8481
485,From the experience of the past we derive instructive lessons for the future.,neutral,0.0,1.0,0.0,0.0
486,"Of the two great political parties which have divided the opinions and feelings of our country, the candid and the just will now admit that both have contributed splendid talents, spotless integrity, ardent patriotism, and disinterested sacrifices to the formation and administration of this Government, and that both have required a liberal indulgence for a portion of human infirmity and error.",positive,0.036,0.682,0.282,0.9545
487,"The revolutionary wars of Europe, commencing precisely at the moment when the Government of the United States first went into operation under this Constitution, excited a collision of sentiments and of sympathies which kindled all the passions and imbittered the conflict of parties till the nation was involved in war and the Union was shaken to its center.",negative,0.187,0.66,0.153,-0.3612
488,"This time of trial embraced a period of five and twenty years, during which the policy of the Union in its relations with Europe constituted the principal basis of our political divisions and the most arduous part of the action of our Federal Government.",neutral,0.0,1.0,0.0,0.0
489,"With the catastrophe in which the wars of the French Revolution terminated, and our own subsequent peace with Great Britain, this baneful weed of party strife was uprooted.",positive,0.194,0.557,0.249,0.3182
490,"From that time no difference of principle, connected either with the theory of government or with our intercourse with foreign nations, has existed or been called forth in force sufficient to sustain a continued combination of parties or to give more than wholesome animation to public sentiment or legislative debate.",positive,0.042,0.906,0.052,0.128
491,"Our political creed is, without a dissenting voice that can be heard, that the will of the people is the source and the happiness of the people the end of all legitimate government upon earth; that the best security for the beneficence and the best guaranty against the abuse of power consists in the freedom, the purity, and the frequency of popular elections; that the General Government of the Union and the separate governments of the States are all sovereignties of limited powers, fellow servants of the same masters, uncontrolled within their respective spheres, uncontrollable by encroachments upon each other; that the firmest security of peace is the preparation during peace of the defenses of war; that a rigorous economy and accountability of public expenditures should guard against the aggravation and alleviate when possible the burden of taxation; that the military should be kept in strict subordination to the civil power; that the freedom of the press and of religious opinion should be inviolate; that the policy of our country is peace and the ark of our salvation union are articles of faith upon which we are all now agreed.",positive,0.083,0.699,0.219,0.9864
492,"If there have been those who doubted whether a confederated representative democracy were a government competent to the wise and orderly management of the common concerns of a mighty nation, those doubts have been dispelled; if there have been projects of partial confederacies to be erected upon the ruins of the Union, they have been scattered to the winds; if there have been dangerous attachments to one foreign nation and antipathies against another, they have been extinguished.",negative,0.121,0.79,0.088,-0.4215
493,"Ten years of peace, at home and abroad, have assuaged the animosities of political contention and blended into harmony the most discordant elements of public opinion There still remains one effort of magnanimity, one sacrifice of prejudice and passion, to be made by the individuals throughout the nation who have heretofore followed the standards of political party.",positive,0.049,0.774,0.177,0.8225
494,"It is that of discarding every remnant of rancor against each other, of embracing as countrymen and friends, and of yielding to talents and virtue alone that confidence which in times of contention for principle was bestowed only upon those who bore the badge of party communion.",positive,0.096,0.654,0.25,0.8807
495,The collisions of party spirit which originate in speculative opinions or in different views of administrative policy are in their nature transitory.,positive,0.081,0.695,0.224,0.4019
496,"Those which are founded on geographical divisions, adverse interests of soil, climate, and modes of domestic life are more permanent, and therefore, perhaps, more dangerous.",negative,0.197,0.736,0.067,-0.5984
497,"It is this which gives inestimable value to the character of our Government, at once federal and national.",positive,0.0,0.876,0.124,0.34
498,It holds out to us a perpetual admonition to preserve alike and with equal anxiety the rights of each individual State in its own government and the rights of the whole nation in that of the Union.,negative,0.046,0.954,0.0,-0.1779
499,"Whatsoever is of domestic concernment, unconnected with the other members of the Union or with foreign lands, belongs exclusively to the administration of the State governments.",neutral,0.0,1.0,0.0,0.0
500,Whatsoever directly involves the rights and interests of the federative fraternity or of foreign powers is of the resort of this General Government.,positive,0.0,0.917,0.083,0.25
501,"The duties of both are obvious in the general principle, though sometimes perplexed with difficulties in the detail.",negative,0.22,0.78,0.0,-0.5423
502,To respect the rights of the State governments is the inviolable duty of that of the Union; the government of every State will feel its own obligation to respect and preserve the rights of the whole.,positive,0.0,0.846,0.154,0.7351
503,"The prejudices everywhere too commonly entertained against distant strangers are worn away, and the jealousies of jarring interests are allayed by the composition and functions of the great national councils annually assembled from all quarters of the Union at this place.",positive,0.154,0.676,0.17,0.2023
504,"Here the distinguished men from every section of our country, while meeting to deliberate upon the great interests of those by whom they are deputed, learn to estimate the talents and do justice to the virtues of each other.",positive,0.0,0.694,0.306,0.9325
505,"The harmony of the nation is promoted and the whole Union is knit together by the sentiments of mutual respect, the habits of social intercourse, and the ties of personal friendship formed between the representatives of its several parts in the performance of their service at this metropolis.",positive,0.0,0.793,0.207,0.8885
506,"Passing from this general review of the purposes and injunctions of the Federal Constitution and their results as indicating the first traces of the path of duty in the discharge of my public trust, I turn to the Administration of my immediate predecessor as the second.",positive,0.0,0.93,0.07,0.5106
507,"It has passed away in a period of profound peace, how much to the satisfaction of our country and to the honor of our country's name is known to you all.",positive,0.0,0.738,0.262,0.8625
508,"The great features of its policy, in general concurrence with the will of the Legislature, have been to cherish peace while preparing for defensive war; to yield exact justice to other nations and maintain the rights of our own; to cherish the principles of freedom and of equal rights wherever they were proclaimed; to discharge with all possible promptitude the national debt; to reduce within the narrowest limits of efficiency the military force; to improve the organization and discipline of the Army; to provide and sustain a school of military science; to extend equal protection to all the great interests of the nation; to promote the civilization of the Indian tribes, and to proceed in the great system of internal improvements within the limits of the constitutional power of the Union.",positive,0.039,0.693,0.268,0.9875
509,"Under the pledge of these promises, made by that eminent citizen at the time of his first induction to this office, in his career of eight years the internal taxes have been repealed; sixty millions of the public debt have been discharged; provision has been made for the comfort and relief of the aged and indigent among the surviving warriors of the Revolution; the regular armed force has been reduced and its constitution revised and perfected; the accountability for the expenditure of public moneys has bee made more effective; the Floridas have been peaceably acquired, and our boundary has been extended to the Pacific Ocean; the independence of the southern nations of this hemisphere has been recognized, and recommended by example and by counsel to the potentates of Europe; progress has been made in the defense of the country by fortifications and the increase of the Navy, toward the effectual suppression of the African traffic in slaves; in alluring the aboriginal hunters of our land to the cultivation of the soil and of the mind, in exploring the interior regions of the Union, and in preparing by scientific researches and surveys for the further application of our national resources to the internal improvement of our country.",positive,0.011,0.849,0.14,0.9785
510,In this brief outline of the promise and performance of my immediate predecessor the line of duty for his successor is clearly delineated To pursue to their consummation those purposes of improvement in our common condition instituted or recommended by him will embrace the whole sphere of my obligations.,positive,0.0,0.754,0.246,0.9001
511,"To the topic of internal improvement, emphatically urged by him at his inauguration, I recur with peculiar satisfaction.",positive,0.0,0.651,0.349,0.7579
512,It is that from which I am convinced that the unborn millions of our posterity who are in future ages to people this continent will derive their most fervent gratitude to the founders of the Union; that in which the beneficent action of its Government will be most deeply felt and acknowledged.,positive,0.0,0.797,0.203,0.8995
513,The magnificence and splendor of their public works are among the imperishable glories of the ancient republics.,positive,0.0,0.571,0.429,0.8885
514,"The roads and aqueducts of Rome have been the admiration of all afte ages, and have survived thousands of years after all her conquests have been swallowed up in despotism or become the spoil of barbarians.",positive,0.0,0.833,0.167,0.7783
515,Some diversity of opinion has prevailed with regard to the powers of Congress for legislation upon objects of this nature.,neutral,0.0,1.0,0.0,0.0
516,The most respectful deference is due to doubts originating in pure patriotism and sustained by venerated authority.,positive,0.106,0.673,0.221,0.3384
517,But nearly twenty years have passed since the construction of the first national road was commenced.,neutral,0.0,1.0,0.0,0.0
518,The authority for its construction was then unquestioned.,positive,0.0,0.843,0.157,0.0772
519,To how many thousands of our countrymen has it proved a benefit?,positive,0.0,0.769,0.231,0.4588
520,To what single individual has it ever proved an injury?,negative,0.237,0.763,0.0,-0.4215
521,"Repeated, liberal, and candid discussions in the Legislature have conciliated the sentiments and approximated the opinions of enlightened minds upon the question of constitutional power.",positive,0.0,0.813,0.187,0.6486
522,"I can not but hope that by the same process of friendly, patient, and persevering deliberation all constitutional objections will ultimately be removed.",positive,0.113,0.73,0.157,0.2939
523,"The extent and limitation of the powers of the General Government in relation to this transcendently important interest will be settled and acknowledged to the common satisfaction of all, and every speculative scruple will be solved by a practical public blessing.",positive,0.044,0.665,0.29,0.8807
524,"Fellow citizens, you are acquainted with the peculiar circumstances of the recent election, which have resulted in affording me the opportunity of addressing you at this time.",positive,0.0,0.85,0.15,0.5267
525,You have heard the exposition of the principles which will direct me in the fulfillment of the high and solemn trust imposed upon me in this station.,positive,0.087,0.803,0.11,0.4019
526,"Less possessed of your confidence in advance than any of my predecessors, I am deeply conscious of the prospect that I shall stand more and oftener in need of your indulgence.",positive,0.0,0.831,0.169,0.6705
527,"Intentions upright and pure, a heart devoted to the welfare of our country, and the unceasing application of all the faculties allotted to me to her service are all the pledges that I can give for the faithful performance of the arduous duties I am to undertake.",positive,0.0,0.882,0.118,0.6808
528,"To the guidance of the legislative councils, to the assistance of the executive and subordinate departments, to the friendly cooperation of the respective State governments, to the candid and liberal support of the people so far as it may be deserved by honest industry and zeal, I shall look for whatever success may attend my public service; and knowing that ""except the Lord keep the city the watchman waketh but in vain,"" with fervent supplications for His favor, to His overruling providence I commit with humble but fearless confidence my own fate and the future destinies of my country.",positive,0.0,0.759,0.241,0.9768
529,"Fellow citizens, about to undertake the arduous duties that I have been appointed to perform by the choice of a free people, I avail myself of this customary and solemn occasion to express the gratitude which their confidence inspires and to acknowledge the accountability which my situation enjoins.",positive,0.024,0.739,0.237,0.91
530,"While the magnitude of their interests convinces me that no thanks can be adequate to the honor they have conferred, it admonishes me that the best return I can make is the zealous dedication of my humble abilities to their service and their good.",positive,0.038,0.574,0.388,0.9524
531,"As the instrument of the Federal Constitution it will devolve on me for a stated period to execute the laws of the United States, to superintend their foreign and their confederate relations, to manage their revenue, to command their forces, and, by communications to the Legislature, to watch over and to promote their interests generally.",positive,0.0,0.873,0.127,0.7506
532,And the principles of action by which I shall endeavor to accomplish this circle of duties it is now proper for me briefly to explain.,positive,0.0,0.891,0.109,0.4215
533,In administering the laws of Congress I shall keep steadily in view the limitations as well as the extent of the Executive power trusting thereby to discharge the functions of my office without transcending its authority.,positive,0.032,0.842,0.126,0.5541
534,"With foreign nations it will be my study to preserve peace and to cultivate friendship on fair and honorable terms, and in the adjustment of any differences that may exist or arise to exhibit the forbearance becoming a powerful nation rather than the sensibility belonging to a gallant people.",positive,0.0,0.698,0.302,0.9493
535,"In such measures as I may be called on to pursue in regard to the rights of the separate States I hope to be animated by a proper respect for those sovereign members of our Union, taking care not to confound the powers they have reserved to themselves with those they have granted to the Confederacy.",positive,0.0,0.814,0.186,0.8807
536,"The management of the public revenue -- that searching operation in all governments -- is among the most delicate and important trusts in ours, and it will, of course, demand no inconsiderable share of my official solicitude.",positive,0.085,0.712,0.203,0.6318
537,Under every aspect in which it can be considered it would appear that advantage must result from the observance of a strict and faithful economy.,positive,0.0,0.818,0.182,0.5994
538,"This I shall aim at the more anxiously both because it will facilitate the extinguishment of the national debt, the unnecessary duration of which is incompatible with real independence, and because it will counteract that tendency to public and private profligacy which a profuse expenditure of money by the Government is but too apt to engender.",negative,0.06,0.94,0.0,-0.3284
539,Powerful auxiliaries to the attainment of this desirable end are to be found in the regulations provided by the wisdom of Congress for the specific appropriation of public money and the prompt accountability of public officers.,positive,0.0,0.789,0.211,0.8327
540,"With regard to a proper selection of the subjects of impost with a view to revenue, it would seem to me that the spirit of equity, caution and compromise in which the Constitution was formed requires that the great interests of agriculture, commerce, and manufactures should be equally favored, and that perhaps the only exception to this rule should consist in the peculiar encouragement of any products of either of them that may be found essential to our national independence.",positive,0.0,0.828,0.172,0.9186
541,"Internal improvement and the diffusion of knowledge, so far as they can be promoted by the constitutional acts of the Federal Government, are of high importance.",positive,0.0,0.735,0.265,0.8074
542,"Considering standing armies as dangerous to free governments in time of peace, I shall not seek to enlarge our present establishment, nor disregard that salutary lesson of political experience which teaches that the military should be held subordinate to the civil power.",positive,0.064,0.76,0.177,0.672
543,"The gradual increase of our Navy, whose flag has displayed in distant climes our skill in navigation and our fame in arms; the preservation of our forts, arsenals, and dockyards, and the introduction of progressive improvements in the discipline and science of both branches of our military service are so plainly prescribed by prudence that I should be excused for omitting their mention sooner than for enlarging on their importance.",positive,0.0,0.867,0.133,0.8402
544,"But the bulwark of our defense is the national militia, which in the present state of our intelligence and population must render us invincible.",positive,0.0,0.673,0.327,0.8807
545,"As long as our Government is administered for the good of the people, and is regulated by their will; as long as it secures to us the rights of person and of property, liberty of conscience and of the press, it will be worth defending; and so long as it is worth defending a patriotic militia will cover it with an impenetrable aegis.",positive,0.0,0.821,0.179,0.886
546,"Partial injuries and occasional mortifications we may be subjected to, but a million of armed freemen, possessed of the means of war, can never be conquered by a foreign foe.",negative,0.246,0.668,0.087,-0.7876
547,"To any just system, therefore, calculated to strengthen this natural safeguard of the country I shall cheerfully lend all the aid in my power.",positive,0.0,0.636,0.364,0.8713
548,"It will be my sincere and constant desire to observe toward the Indian tribes within our limits a just and liberal policy, and to give that humane and considerate attention to their rights and their wants which is consistent with the habits of our Government and the feelings of our people.",positive,0.0,0.85,0.15,0.8074
549,"The recent demonstration of public sentiment inscribes on the list of Executive duties, in characters too legible to be overlooked, the task of reform, which will require particularly the correction of those abuses that have brought the patronage of the Federal Government into conflict with the freedom of elections, and the counteraction of those causes which have disturbed the rightful course of appointment and have placed or continued power in unfaithful or incompetent hands.",negative,0.149,0.785,0.066,-0.7269
550,"In the performance of a task thus generally delineated I shall endeavor to select men whose diligence and talents will insure in their respective stations able and faithful cooperation, depending for the advancement of the public service more on the integrity and zeal of the public officers than on their numbers.",positive,0.0,0.796,0.204,0.8901
551,"A diffidence, perhaps too just, in my own qualifications will teach me to look with reverence to the examples of public virtue left by my illustrious predecessors, and with veneration to the lights that flow from the mind that founded and the mind that reformed our system.",positive,0.0,0.941,0.059,0.4215
552,"The same diffidence induces me to hope for instruction and aid from the coordinate branches of the Government, and for the indulgence and support of my fellow citizens generally.",positive,0.0,0.828,0.172,0.6808
553,"And a firm reliance on the goodness of that Power whose providence mercifully protected our national infancy, and has since upheld our liberties in various vicissitudes, encourages me to offer up my ardent supplications that He will continue to make our beloved country the object of His divine care and gracious benediction.",positive,0.0,0.592,0.408,0.9816
554,"Fellow citizens, the will of the American people, expressed through their unsolicited suffrages, calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term.",positive,0.0,0.898,0.102,0.4767
555,"For their approbation of my public conduct through a period which has not been without its difficulties, and for this renewed expression of their confidence in my good intentions, I am at a loss for terms adequate to the expression of my gratitude.",positive,0.046,0.686,0.268,0.8746
556,It shall be displayed to the extent of my humble abilities in continued efforts so to administer the Government as to preserve their liberty and promote their happiness.,positive,0.0,0.674,0.326,0.891
557,So many events have occurred within the last four years which have necessarily called forth -- sometimes under circumstances the most delicate and painful -- my views of the principles and policy which ought to be pursued by the General Government that I need on this occasion but allude to a few leading considerations connected with some of them.,negative,0.036,0.943,0.021,-0.2108
558,"The foreign policy adopted by our Government soon after the formation of our present Constitution, and very generally pursued by successive Administrations, has been crowned with almost complete success, and has elevated our character among the nations of the earth.",positive,0.0,0.873,0.127,0.6728
559,"To do justice to all and to submit to wrong from none has been during my Administration its governing maxim, and so happy have been its results that we are not only at peace with all the world, but have few causes of controversy, and those of minor importance, remaining unadjusted.",positive,0.068,0.789,0.143,0.6537
560,"In the domestic policy of this Government there are two objects which especially deserve the attention of the people and their representatives, and which have been and will continue to be the subjects of my increasing solicitude.",neutral,0.0,1.0,0.0,0.0
561,They are the preservation of the rights of the several States and the integrity of the Union.,positive,0.0,0.86,0.14,0.3818
562,"These great objects are necessarily connected, and can only be attained by an enlightened exercise of the powers of each within its appropriate sphere in conformity with the public will constitutionally expressed.",positive,0.0,0.804,0.196,0.8074
563,To this end it becomes the duty of all to yield a ready and patriotic submission to the laws constitutionally enacted and thereby promote and strengthen a proper confidence in those institutions of the several States and of the United States which the people themselves have ordained for their own government.,positive,0.0,0.765,0.235,0.91
564,"My experience in public concerns and the observation of a life somewhat advanced confirm the opinions long since imbibed by me, that the destruction of our State governments or the annihilation of their control over the local concerns of the people would lead directly to revolution and anarchy, and finally to despotism and military domination.",negative,0.085,0.885,0.03,-0.4927
565,"In proportion, therefore, as the General Government encroaches upon the rights of the States, in the same proportion does it impair its own power and detract from its ability to fulfill the purposes of its creation.",positive,0.0,0.819,0.181,0.743
566,"Solemnly impressed with these considerations, my countrymen will ever find me ready to exercise my constitutional powers in arresting measures which may directly or indirectly encroach upon the rights of the States or tend to consolidate all political power in the General Government.",positive,0.0,0.844,0.156,0.7506
567,"But of equal and, indeed, of incalculable, importance is the union of these States, and the sacred duty of all to contribute to its preservation by a liberal support of the General Government in the exercise of its just powers.",positive,0.0,0.845,0.155,0.7783
568,"You have been wisely admonished to ""accustom yourselves to think and speak of the Union as of the palladium of your political safety and prosperity, watching for its preservation with Jealous anxiety, discountenancing whatever may suggest even a suspicion that it can in any event be abandoned, and indignantly frowning upon the first dawning of any attempt to alienate any portion of our country from the rest or to enfeeble the sacred ties which now link together the various parts.""",negative,0.169,0.77,0.061,-0.8402
569,Without union our independence and liberty would never have been achieved; without union they never can be maintained.,positive,0.0,0.833,0.167,0.5267
570,"Divided into twenty-four, or even a smaller number, of separate communities, we shall see our internal trade burdened with numberless restraints and exactions; communication between distant points and sections obstructed or cut off; our sons made soldiers to deluge with blood the fields they now till in peace; the mass of our people borne down and impoverished by taxes to support armies and navies, and military leaders at the head of their victorious legions becoming our lawgivers and judges.",positive,0.056,0.856,0.088,0.4019
571,"The loss of liberty, of all good government, of peace, plenty, and happiness, must inevitably follow a dissolution of the Union.",positive,0.075,0.489,0.436,0.9022
572,"In supporting it, therefore, we support all that is dear to the freeman and the philanthropist The time at which I stand before you is full of interest.",positive,0.0,0.613,0.387,0.9169
573,The eyes of all nations are fixed on our Republic.,neutral,0.0,1.0,0.0,0.0
574,The event of the existing crisis will be decisive in the opinion of mankind of the practicability of our federal system of government.,negative,0.152,0.778,0.07,-0.4939
575,Great is the stake placed in our hands; great is the responsibility which must rest upon the people of the United States.,positive,0.0,0.633,0.367,0.9001
576,Let us realize the importance of the attitude in which we stand before the world.,positive,0.0,0.848,0.152,0.3612
577,Let us exercise forbearance and firmness.,neutral,0.0,1.0,0.0,0.0
578,Let us extricate our country from the dangers which surround it and learn wisdom from the lessons they inculcate.,positive,0.136,0.72,0.144,0.0516
579,"Deeply impressed with the truth of these observations, and under the obligation of that solemn oath which I am about to take, I shall continue to exert all my faculties to maintain the just powers of the Constitution and to transmit unimpaired to posterity the blessings of our Federal Union.",positive,0.024,0.807,0.169,0.8357
580,"At the same time, it will be my aim to inculcate by my official acts the necessity of exercising by the General Government those powers only that are clearly delegated; to encourage simplicity and economy in the expenditures of the Government; to raise no more money from the people than may be requisite for these objects, and in a manner that will best promote the interests of all classes of the community and of all portions of the Union.",positive,0.025,0.809,0.166,0.9118
581,"Constantly bearing in mind that in entering into society ""individuals must give up a share of liberty to preserve the rest,"" it will be my desire so to discharge my duties as to foster with our brethren in all parts of the country a spirit of liberal concession and compromise, and, by reconciling our fellow citizens to those partial sacrifices which they must unavoidably make for the preservation of a greater good, to recommend our invaluable Government and Union to the confidence and affections of the American people.",positive,0.0,0.762,0.238,0.967
582,"Finally, it is my most fervent prayer to that Almighty Being before whom I now stand, and who has kept us in His hands from the infancy of our Republic to the present day, that He will so overrule all my intentions and actions and inspire the hearts of my fellow citizens that we may be preserved from dangers of all kinds and continue forever a united and happy people.",positive,0.041,0.8,0.16,0.8553
583,Fellow citizens: The practice of all my predecessors imposes on me an obligation I cheerfully fulfill -- to accompany the first and solemn act of my public trust with an avowal of the principles that will guide me in performing it and an expression of my feelings on assuming a charge so responsible and vast.,positive,0.044,0.758,0.198,0.8908
584,"In imitating their example I tread in the footsteps of illustrious men, whose superiors it is our happiness to believe are not found on the executive calendar of any country.",positive,0.0,0.828,0.172,0.6808
585,"Among them we recognize the earliest and firmest pillars of the Republic -- those by whom our national independence was first declared, him who above all others contributed to establish it on the field of battle, and those whose expanded intellect and patriotism constructed, improved, and perfected the inestimable institutions under which we live.",positive,0.042,0.801,0.157,0.802
586,"If such men in the position I now occupy felt themselves overwhelmed by a sense of gratitude for this the highest of all marks of their country's confidence, and by a consciousness of their inability adequately to discharge the duties of an office so difficult and exalted, how much more must these considerations affect one who can rely on no such claims for favor or forbearance!",positive,0.109,0.747,0.144,0.3921
587,"Unlike all who have preceded me, the Revolution that gave us existence as one people was achieved at the period of my birth; and whilst I contemplate with grateful reverence that memorable event, I feel that I belong to a later age and that I may not expect my countrymen to weigh my actions with the same kind and partial hand.",positive,0.0,0.847,0.153,0.8625
588,"So sensibly, fellow citizens, do these circumstances press themselves upon me that I should not dare to enter upon my path of duty did I not look for the generous aid of those who will be associated with me in the various and coordinate branches of the Government; did I not repose with unwavering reliance on the patriotism, the intelligence, and the kindness of a people who never yet deserted a public servant honestly laboring their cause; and, above all, did I not permit myself humbly to hope for the sustaining support of an ever-watchful and beneficent Providence.",positive,0.0,0.8,0.2,0.9652
589,To the confidence and consolation derived from these sources it would be ungrateful not to add those which spring from our present fortunate condition.,positive,0.099,0.695,0.205,0.4939
590,"Though not altogether exempt from embarrassments that disturb our tranquillity at home and threaten it abroad, yet in all the attributes of a great, happy, and flourishing people we stand without a parallel in the world.",positive,0.198,0.576,0.226,0.5113
591,"Abroad we enjoy the respect and, with scarcely an exception, the friendship of every nation; at home, while our Government quietly but efficiently performs the sole legitimate end of political institutions -- in doing the greatest good to the greatest number -- we present an aggregate of human prosperity surely not elsewhere to be found.",positive,0.0,0.602,0.398,0.984
592,"How imperious, then, is the obligation imposed upon every citizen, in his own sphere of action, whether limited or extended, to exert himself in perpetuating a condition of things so singularly happy!",positive,0.09,0.789,0.12,0.4714
593,All the lessons of history and experience must be lost upon us if we are content to trust alone to the peculiar advantages we happen to possess.,positive,0.128,0.653,0.22,0.4767
594,Position and climate and the bounteous resources that nature has scattered with so liberal a hand -- even the diffused intelligence and elevated character of our people -- will avail us nothing if we fail sacredly to uphold those political institutions that were wisely and deliberately formed with reference to every circumstance that could preserve or might endanger the blessings we enjoy.,positive,0.0,0.744,0.256,0.9579
595,The thoughtful framers of our Constitution legislated for our country as they found it.,positive,0.0,0.833,0.167,0.3818
596,"Looking upon it with the eyes of statesmen and patriots, they saw all the sources of rapid and wonderful prosperity; but they saw also that various habits, opinions and institutions peculiar to the various portions of so vast a region were deeply fixed.",positive,0.0,0.904,0.096,0.5023
597,"Distinct sovereignties were in actual existence, whose cordial union was essential to the welfare and happiness of all.",positive,0.0,0.825,0.175,0.5574
598,"Between many of them there was, at least to some extent, a real diversity of interests, liable to be exaggerated through sinister designs; they differed in size, in population, in wealth, and in actual and prospective resources and power; they varied in the character of their industry and staple productions, and [in some] existed domestic institutions which, unwisely disturbed, might endanger the harmony of the whole.",neutral,0.106,0.789,0.106,0.0
599,"Most carefully were all these circumstances weighed, and the foundations of the new Government laid upon principles of reciprocal concession and equitable compromise.",positive,0.0,0.925,0.075,0.2006
600,"The jealousies which the smaller States might entertain of the power of the rest were allayed by a rule of representation confessedly unequal at the time, and designed forever to remain so.",negative,0.151,0.784,0.064,-0.4767
